229,已知BC无限长,(╯°口°)╯(┴—┴卡到蛋
228,言叶·,2014.12.14
227,野生的提莫酱,(｡･ω･｡)
226,sodaflavor,惹，打不开(╯°口°)╯(┴—┴
225,kkkkkk漏棒棒哒,（#-_-)┯━┯没有竹马的哭了
223,你想不想堆个雪人,为何这么卡....我很喜欢这种类型的电影啊，比较小众，但很温馨。
222,铃木英雄,很久很久以后 梧桐树死了 因为树根埋的太浅
221,红药水女王,为什么又被我看见！！！好吧我又来看了。。。。忘记已经看了多少遍了。。。。
220,宇宙银,看过两遍了，三周目能在B站看真是太好了。一开始以为是部雷片，没想到能成为我最爱的爱情片，没有之一。简单、温馨、成长，这片子里的女主我真是太喜欢了！
219,KOH梦,好好看啊
218,千鸟夜零,好喜欢！！！好好看QUQ
217,少女心老阿姨,好喜欢的电影
216,小白路过啦,女孩总是比男孩长大得快些。
215,猫屎丸,(⌒▽⌒)4周目飘过
214,小白路过啦,俺也是(｀・ω・´)
213,きょくゆき,暗恋那种苦逼的滋味可真不好受(&quot;▔□▔)/
212,yunquezi,结尾一群晒初恋的(╯°口°)╯(┴—┴
211,Hvenn,这周放映室的都是看过的两部好片，重温~
210,弗拉基米爾·普京,大概是当时荷尔蒙分泌的不够（￣▽￣）
209,弗拉基米爾·普京,《梧桐树之恋》不是吗(〜￣△￣)〜
208,v御坂美琴v,好棒！  希望有和这差不多类型的
207,脫衣君,特意回來給個幣ε=ε=(ノ≧∇≦)ノ
206,松果白粥,好看，好感动的感觉~~
205,凤舞四夜,很好看╮(￣▽￣)╭
204,三十须臾,这周的放映室好棒(^・ω・^ )
203,双生,太萌qwq
202,桃子同学,看过3遍了还想再看
201,萝莉症,(｀・ω・´)好棒
200,啊辣辣辣辣辣条,想起初中时候放假班长妹子喊我出去玩，我更想窝在家里玩冒险岛，果然是注定孤独一生的节奏啊(●￣(ｴ)￣●)
199,没糖,touching my soul
198,余烬大爷丶,以前在网上都找不到资源，B站棒级了好吗
197,禿頭披風俠,这次的周末放映室简直碉堡，一个是纯爱，一个是纯友情
196,楠田亚衣奈,为数不多的一部幼驯染没有被NTR的作品→_→
195,赠君乖离剑,我B站简直太棒，以前都找不到可以播放的网站
194,zzz17,（￣▽￣）赞赞赞
193,啊瑶瑶,(´；ω；`)看到最后哭了。
192,一桑sama,找了好久的片子~~~~~~~~~~~不能更赞
191,吸血卫生巾,好喜欢倒贴的妹子
190,Ka.mi,倒贴的妹子 为何我遇不到！(╯°口°)╯(┴—┴
189,川奈落雨幕,不错 喜欢
188,叽茸蘑菇汤,第二遍，又看出了不同的东西，真好的电影…
187,yangzjsm,哇咔咔，没想到上周给放映室推荐这部电源，这周就采纳了(⌒▽⌒)
186,不回老家结婚,按青梅竹马的原意来看的话我有5个，而且现在都没男朋友，但别说后宫了连一个我都没追过咋整(╯‵□′)╯︵┻━┻
185,木因风而动,类似青梅竹马 嫁人了 然后又出车祸了
184,杯具de思密达,想起了我的14岁~
183,zmjsf,我的青梅竹马都去哪了
182,麦子大哥总将, 喜欢(°∀°)ﾉ 找到那个色彩鲜艳的人 或者发现她的鲜艳色彩 那其他的都不重要了
181,Aprill44,重温。自己曾今暗恋过的人和自己的亲梅竹马在一起，当然后来两个人分了
180,陶莎莎,重温(⌒▽⌒)
179,HFINAL,(°∀°)ﾉ好电影
178,exusiai的强大,就我看了一点感觉都没有？果然宅男是不会理解这种东西的
177,铅笔呀,= =初二我还埋在试卷里
176,伊佐那マリ,幼驯染的胜利
175,翻车鱼和大眼鱼,砰然心动(´；ω；`)初二的我还是好好学习好了
174,魔童狂人西瓜田,( ´_ゝ｀)
173,币凡,第222个硬币是我贡献的啊，感谢我
172,馒头卡☆吼姆啦,年轻人真好._:(´ཀ`」 ∠):_
171,筱宸,是学编导的么..我们老师也让看来着

170,NamsViaw,好喜欢(´；ω；`)还好有看放映室不然错过这么好看的电影了quq
169,缈鱼,(&quot;▔□▔)/来砍我吧
168,暗影新月,这个小loli是我的！你们谁跟我抢我就拿刀砍死他！！！（¯﹃¯）
167,拓跋君,大英课上看过的~
165,机智骚年♂,13年8月8日的日志
164,机智骚年♂,我第一次是在《怦然心动》上看到的Bryce and Juli sitting in the tree,K-I-S-S-I-N-G.
后来今天看老友记开玩笑的时候又有这个。
然后百度到了《仙境之桥》《小曼哈顿》《My Girl》《生活大爆炸》《小屁孩日记》《汽车总动员》等里都有
可见这是美国孩童最熟的童谣之一，
相当于我们的两只老虎。



一般结构如下：
A and B sitting in a tree:
K-I-S-S-I-N-G
First comes love,
then comes marriage,
then comes baby
in a baby carriage!

后续也有补充的：

That's not it!
That's not all!
The baby's drinking
alcohol!

或者

sucking his thumb
peeing his pants
doing the hokey-pokey dance!!

也有一个成人版：

Johnny and Marissa sitting in a tree, K-I-S-S-I-N-G, first comes love, then comes marriage, then comes an abrupt, tragic miscarriage. Then comes blame, then comes despair, two hearts broken beyond repairs. Johnny leaves Marrisa and takes the tree, D-I-V-O-R-C-E 
163,机智骚年♂,(=・ω・=)(=・ω・=)
162,机智骚年♂,我也是，进大学第一部也是唯一一部喜欢爱情片。唯一转过影评的电影。我第一部喜欢的科幻悬疑片是蝴蝶效应一
161,机智骚年♂,你们什么课啊？我们是光棍节学校露天电影放这个。几年级？
160,神夜鬥,好卡 = =
159,汤上娃娃菜,（￣▽￣）今天老师要求周末看这部电影，一回来打开B站就有这个推荐，太巧了
158,A24さん,初二就恋爱。。我现在也初二 想想初二的我简直就是在吃屎(;¬_¬)
157,春衫良夜,斯人若彩虹，遇上方知有
156,缈鱼,(´･_･`)男主的父亲也真是的
155,穿着现充的皮YO,最最喜欢的电影之一 看了不知道多少遍
154,Hzael,看到222的硬币我心里平衡了，嘿嘿，我寝室号222哈哈哈哈哈
153,傲云天辰,上个月我在网上找了3！个！小！时！没找到！！！
152,A24さん,男主好帅。。。。。。。
151,捺捺捺,啊 看完后才看到tag 青梅竹马扳回一局什么的 笑cry(⌒▽⌒)
150,无限轨道A,超级小清新
149,HFINAL,(°∀°)ﾉ10：16说到的活宝三人组很搞笑 以前BTV-8（现在改名青年频道来着）上放过 叫开心一刻 几年前的回忆啊
148,HFINAL,_(:3」∠)_小女孩好像我以前的同学
147,赵小河—-—,n周目~官方挖坟再来一次
146,有病有药天生一对,又回来了，这部电影真的好好看，n周目(๑•̀ㅂ•́)و✧
145,机智骚年♂,学校放过
144,机智骚年♂,╮(￣▽￣)╭超棒的电影。不适合开弹幕。我以前看过。大爱
143,火間蟲入道,ε=ε=(ノ≧∇≦)ノ找了好久，终于知道这片的名字了
142,Seandor,回复 @a855 :去吧，说声对不起！
141,wh1t3kK,@盛开的梦***→_→
140,死残触手,flipped真的超级好看！当时大家一起在英语课看，超有感觉！
139,哈利璐瑶,哭了
138,躲躲李,这么清新的电影不太适合弹幕模式
137,reversebill,qwq下载，妈蛋好大
136,momolu,我特意进来送金币的，见一次 送一次！
135,人参和醋不相,再看一遍
134,熊熊蜜糖罐,小女主好可爱，萌萌的
133,black loft,大赞！ε=ε=(ノ≧∇≦)ノ
顺便日常婊胱电
132,凡尘orz,大爱，这个电影超赞的
131,Pickedman,非常棒的电影，至今在电脑里还存着这部作品。
130,这里的黎明躲猫猫,准备坚持去喜欢他 好像我们两个人就是这样的关系 不要再去猜测他的心理。就要坚持我 来之不易的心动啊。
129,虫子大面瘫,简单爱情
128,嘻嘻嘻秀man,太好看了！！！！求推荐相同类型的。。。
127,a855,为什么我会这样说，因为我也经历过类似的，不过到现在为止，也只是我一厢情愿的想法吧，读初中的时候，被萌妹子告白，我以为她是在开玩笑，脸红的都快出血了的给拒绝了，当时乃至毕业之后，我都以为她那时候是在开玩笑，后来成熟一点了，不经意想起来的时候，突然惊醒，那会有女孩子当着班上那么多人的面给开玩笑的啊！我太蠢拉！现在好想跟她说声对不起，但是又不知道，还不敢联系她，难道专程去说句对不起？简直精神病！所以也就这样悬在心里难受。
126,a855,其实男主那时候已经喜欢女主了，从雪莉到扔鸡蛋那，都可以看出，男主是很在乎女主的，但是因为家庭以及价值观的原因，再加上他看不穿他自己的心意，他误解了自己的想法，没能早点走出迷茫的心境。
125,unusual,我也要成为痴汉 可是我已经老了 (〜￣△￣)〜
124,雷欧力雷欧力雷,这个片子让我看清了我们两个之间的关系，我已经决心重新开始成长，无所谓你爱不爱我，也无所谓我们能不能在一起，而我也不会再主观探究你的想法，谢谢怦然心动ʕ •ᴥ•ʔ
123,滚酱哒哒哒哒哒,没人觉得女主的哥哥很眼熟么！！！！
122,嘉神政介,很多年以前看过，从两个人物的视觉描写，很淡雅温馨。真正好看的电影不需要漂亮的明星和昂贵的包装
121,kunwithjuno,对男主就算还是小孩子，从头到尾人身攻击，要么渣要么活该。对女主要么丑。也是醉了。这种片子不适合弹幕模式。人一旦进入网络果然会变得丑陋，语言上的暴行随意施为。这个片子明白它是清新系，即使男女主到最后没在一起也会很喜欢，毕竟人要是沒外界因素干扰，喜欢迟早会在一起，不喜欢不可能因为日积月累朝夕相对就会牵手。欣赏女主那份与众不同的坚定，还有一直有的独立。却也理解男主抱有的思维模式。虽然有时候自私，但情有可原。毕竟谁都不是一夜长大的。拿着一个自以为的标准去衡量一个角色，去判定一个人好坏。实际上自己都做不到的话，你也是很自私呢。
120,Gway,谢谢up主～
119,啦啦啦哒哒的,中考完的晚上看过一遍，高二看第二遍
118,AmberHupo,玩泥巴 爬树 拿炮仗炸粪 几个人好奇凑钱买烟抽 坐在一起玩卡带游戏。
117,注册成功了~液,好电影，这一个半小时值了。睡觉_(:3」∠)_
116,铭仔参上,终于看完了！好棒！手搭手！莫名感动（/TДT)/
115,哈呐诶,说起来我的小竹马和我的小学同桌在一起了，听到这个消息惊呆了好么(#ﾟДﾟ)
114,我不知道233,好暖的电影
113,一米六X洁癖,爷爷支持早恋
112,Tatalotus,赶脚我小时候简直是个蓝孩纸跟着小竹马。玩泥巴、爬树、掏鸟蛋……所以从来不会对我的竹马有怦然心动的感觉，因为他简直见证我销售的黑历史！(●￣(ｴ)￣●)
111,sydral,女主太萌
110,打油诗,最爱的电影，太美好了
109,枫叶丹林,太卡了。
108,没有有昵称,是我泪点太低了么看砍树都看哭了QAQ
107,王美丽和玛丽,莫名泪点，很赞

106,自然风,各种神翻译啊
105,自然风,当你喜欢我的时候，我不喜欢你；当你爱上我的时候，我喜欢上你；当你离开我的时候，我却爱上你；是你走得太快，还是我跟不上你的脚步。

104,自然风,Some of us get dipped in flat, some in satin, some in gloss.... But every once in a while you find someone who's iridescent, and when you do, nothing will ever compare----有人住高楼，有人在深沟，有人光万丈，有人一身锈，世人万千种，浮云莫去求，斯人若彩虹，遇上方知有。
103,西子sama,甜死了
102,清和闲人,“有一天你会遇到一个彩虹般绚丽的人，从此以后，其他人就不过是匆匆浮云。”真的是这样的吗？谢谢UP主！
101,穗村千夏,太暖了
100,空门不进,求不卡啊（￣▽￣）
99,Kryptonum,看第五遍Q_Q
98,满满节操,好甜好甜ε=ε=(ノ≧∇≦)ノ
97,你说的是谁,@西门舛
96,小情歌慢慢唱,少女心融化了。(｡･ω･｡)
95,小情歌慢慢唱,知道很久，也看过电影截图，但是今天第一次看，哭的完全停不下来。妹子真的是个好人，外公真的很好。
94,世界和其他地方,刚刚得知曾经喜欢了九年，认识了十五年的青梅竹马和以前最要好的朋友在一起了，有点感触，来刷下这部电影……每年必看。
93,世界和其他地方,又回来补了
92,衣抉飘飘,还有十八个小伙伴，你们好啊
91,混有道人,我突然想起来我8岁之前有三四个后宫，结果长大再见到她们，她们就不怎么搭理我了。
90,混有道人,输在起跑线系列。
89,zedosu,我想死(´･_･`)( ´_ゝ｀)
88,郑秀妍么么哒,太赞
87,想家的橙子,重温一下~~~！
86,Carolicecream,看了n遍…

85,朝暮旦夕,妹子小时候真真萝莉啊。男主好帅
84,xixi嘻嘻哈哈,妹子越看越漂亮
83,mnbhhbb,弹幕怎么多了，原来这么多人都看过啊
82,Ma仔君,看完之后想早恋啊啊啊
81,小遥俺の嫁,来看看豆瓣8.9的片
80,渝木川,四遍了啊
79,樱花猫猫猫,up主辛苦了！！！这个电影找了好久～
78,黑夜为猫,擦，秒和谐。更换地址：http://pan.baidu.com/s/1i3mSnbv
下载后去掉末尾的1
77,黑夜为猫,miniBD自压高清，1080p小体积下载：
http://pan.baidu.com/s/1mgA2Jyw
76,阿元的夏天,挺好看的
75,兔子俺の嫁丿,看了4遍了( ´_ゝ｀)
74,⑦上㈧下,青梅枯萎，竹马老去，从此我爱上的人都像你…

73,世纪酱,(⌒▽⌒)
72,Chiyako千夜,表示三周目路过！！！欢迎去怦然心动贴吧！！
71,崩月该矿,up  求下载啊啊啊！！！
70,棉花不是花,这~~~~~~~~
69,黑夜为猫,在分手前来看一遍吧
68,松鼠是什么能吃吗,卡成无限小电视简直无解(´；ω；`)
67,TAT299,(●￣(ｴ)￣●)和seventeen一起看完了。很美很单纯的剧情^^
66,最后一碗面,(〜￣△￣)〜这片很久前看的了.很喜欢
65,不是花生酱,太可爱了男女主~
64,怒放的菊花酱,中考结束就马不停蹄来看了 被小伙伴安利的(｀・ω・´)
63,ChiYuet,高考结束来看好惋惜QAQ

太美好=w=
62,婷晓刘,好好看啊啊啊啊啊
61,克拉果,(⌒▽⌒)简单爱
60,Kennys,三周目打卡(*°ω°)ﾉ&quot;
59,kkw在我身下娇喘,重温来了
58,被被w,好甜=v=~
57,这吐槽神了,重温 甜死了 (｀・ω・´)
56,梨歌酱,班上一遍 再来重温 真的好温暖w 
55,泽易,回来重温之后发现竟然还有七个人！
54,wkigen,Σ( ￣□￣||)
53,莱因哈特·缪杰尔,为什么我从小就是块木头呢
52,愚33333,暖暖的很贴心~
51,风枣,被男主声音甜哭了
50,PKT的发际线,三周目ww剧情好甜
49,朕吃个柚子先,(=・ω・=)竟然还有三个人陪我一起重温！
48,神林朱鷺子,太卡了…好不容易才看完 不过还不错^ω^
47,艹槑酱,突然好自卑，我早已不是那如彩虹版绚丽的人了、
46,深海中二少年,这缓冲速度_(:з」∠)_
45,慕之华,_(:3」∠)_撸了五遍   小清新纯爱太美了
44,姜,好甜(=・ω・=)
43,邻居的耳朵123,正在看哦~不过好卡啊~为啥嘛
42,戦場ヶ原_sama,青梅竹马加一分 但是前提还是要看脸→_→
41,落雪小莫,为啥我写的字留不下啊。。。。。
40,天喵流星拳,英语课老师给放过，感谢up主~
39,紫外线,非常不错，不过老师小电视给跪了
38,只爱黑长直ya,赞，真心好看，我的青梅竹马在哪里T^T
37,泽易,这片子让我强大龌龊的心得到了洗礼
36,泥垢啦啦啦,才发现和美国之声的阿婆主是一个人，阿婆主么么哒
35,土土土哥,看哭了
34,啪龟,一直小电视怎么回事？
33,静芷紫熙,超级赞，看了3天了还在感动。32个赞！！！！！
32,diwosy,居然看哭了(●￣(ｴ)￣●)
31,原味蛋卷,一到38分就看不到了，up求分p（/TДT)/
30,isabelle39,一道38分钟就卡死
29,PKT的发际线,再来舔一舔~
28,潜行的蛋挞君,两个哥哥好帅有木有（￣▽￣）←重点错！
27,右手之轮,在b站看高清总有一堆问题
26,灵魂伴侣,好片。感谢UP主。

25,猫夜丸,卡在38分钟不读条了TAT怎么刷新都过不去，一跳就黑屏
UP求分P啊啊啊啊
24,终于整得号了,视频不会缓冲啊...是网络问题吗？
23,碎影斑斓,好片啊，我喜欢这种风格
22,大肠今,这么纯爱的up也撸，太过分了→_→
21,机智日,超喜欢！！！！！！！！！！再看一遍
20,冈崎つ智代,很喜欢！
19,时间治愈师,怦然心动
18,牛奶面包曲奇,怎么那么有爱啊！~&gt;0&lt;
以后要养个女主一样的好女儿！！！！！！
17,牛奶面包曲奇,电影好看
音乐也好听
真正怦然心动
16,我在撒謊,up主，你的視頻很卡啊，還不能自動緩衝
15,仲仲菌,嗯，我也很喜欢这部
14,香蕉芒果高中,这个一般啦，最好的puppy love电影还是小曼哈顿
13,一朵猫大人,这是我最爱的电影之一
12,戊麟城,好感谢UPε=ε=(ノ≧∇≦)ノ，UP加油，会火的
11,仲仲菌,Phil Everly  - Let It Be Me
10,x4kevin,(｀・ω・´) 我也要 坚持下去.
9,戊麟城,(ﾟДﾟ≡ﾟдﾟ)!?UP主，结尾曲叫什么啊，好好听啊
8,油辣椒,(*˘︶˘*)
7,SOX委员会成员,(｡･ω･｡)看过。。撸完恐怖片再回来撸一遍。。。好好看的说
6,基兰士兵,(=・ω・=)好像看过 再看一遍
5,狂奔过大街,斯人若彩虹，遇上方知有
4,看LOLI有感,曾今有很多真挚的爱摆在我身边。。我连看都不看一眼。。我就是活该。。。
3,墨於岩,当你喜欢我的时候，我不喜欢你；当你爱上我的时候，我喜欢上你；当你离开我的时候，我却爱上你；是你走得太快，还是我跟不上你的脚步。
2,深海诚s,看过一次了，还是想看
1,天羽微凉,刚出来时看过了 但是再看一遍 女主太太太有爱了
